=== Informe del Plan de Estudio ===
Plan ID: 83
Fecha inicio: 2025-11-17
Fecha fin: 2026-10-20
Total de días: 338

=== Detalle por día ===
2025-11-17 | progreso: 0.3% | estudio: 2 | límite: 2 | cumple: Sí | Temas: Bloque ORGANIZACION · Tema 2: Ley Orgánica 5/2005, de la Defensa Nacional; Bloque ORGANIZACION · Tema 3: Ley 40/2015, de Régimen Jurídico del Sector Público
2026-05-26 | progreso: 56.51% | estudio: 0 | límite: 4 | cumple: Sí | Temas: -
2026-05-27 | progreso: 56.8% | estudio: 0 | límite: 4 | cumple: Sí | Temas: -
2026-05-28 | progreso: 57.1% | estudio: 0 | límite: 4 | cumple: Sí | Temas: -
2026-05-29 | progreso: 57.4% | estudio: 0 | límite: 4 | cumple: Sí | Temas: -
2026-05-30 | progreso: 57.69% | estudio: 0 | límite: 4 | cumple: Sí | Temas: -
2026-05-31 | progreso: 57.99% | estudio: 0 | límite: 4 | cumple: Sí | Temas: -
2026-06-01 | progreso: 58.28% | estudio: 0 | límite: 4 | cumple: Sí | Temas: -
2026-06-02 | progreso: 58.58% | estudio: 0 | límite: 4 | cumple: Sí | Temas: -
2026-06-03 | progreso: 58.88% | estudio: 0 | límite: 4 | cumple: Sí | Temas: -
2026-06-04 | progreso: 59.17% | estudio: 0 | límite: 4 | cumple: Sí | Temas: -
2026-06-05 | progreso: 59.47% | estudio: 0 | límite: 4 | cumple: Sí | Temas: -
2026-06-06 | progreso: 59.76% | estudio: 0 | límite: 4 | cumple: Sí | Temas: -
2026-06-07 | progreso: 60.06% | estudio: 0 | límite: 4 | cumple: Sí | Temas: -
2026-06-08 | progreso: 60.36% | estudio: 0 | límite: 4 | cumple: Sí | Temas: -
2026-06-09 | progreso: 60.65% | estudio: 0 | límite: 4 | cumple: Sí | Temas: -
2026-06-10 | progreso: 60.95% | estudio: 0 | límite: 4 | cumple: Sí | Temas: -
2026-06-11 | progreso: 61.24% | estudio: 0 | límite: 4 | cumple: Sí | Temas: -
2026-06-12 | progreso: 61.54% | estudio: 0 | límite: 4 | cumple: Sí | Temas: -
2026-06-13 | progreso: 61.83% | estudio: 0 | límite: 4 | cumple: Sí | Temas: -
2026-06-14 | progreso: 62.13% | estudio: 0 | límite: 4 | cumple: Sí | Temas: -
2026-06-15 | progreso: 62.43% | estudio: 0 | límite: 4 | cumple: Sí | Temas: -
2026-06-16 | progreso: 62.72% | estudio: 0 | límite: 4 | cumple: Sí | Temas: -
2026-06-17 | progreso: 63.02% | estudio: 0 | límite: 4 | cumple: Sí | Temas: -
2026-06-18 | progreso: 63.31% | estudio: 0 | límite: 4 | cumple: Sí | Temas: -
2026-06-19 | progreso: 63.61% | estudio: 0 | límite: 4 | cumple: Sí | Temas: -
2026-06-20 | progreso: 63.91% | estudio: 0 | límite: 4 | cumple: Sí | Temas: -
2026-06-21 | progreso: 64.2% | estudio: 0 | límite: 4 | cumple: Sí | Temas: -
2026-06-22 | progreso: 64.5% | estudio: 0 | límite: 4 | cumple: Sí | Temas: -
2026-06-23 | progreso: 64.79% | estudio: 0 | límite: 4 | cumple: Sí | Temas: -
2026-06-24 | progreso: 65.09% | estudio: 0 | límite: 4 | cumple: Sí | Temas: -
2026-06-25 | progreso: 65.38% | estudio: 0 | límite: 4 | cumple: Sí | Temas: -
2026-06-26 | progreso: 65.68% | estudio: 0 | límite: 4 | cumple: Sí | Temas: -
2026-06-27 | progreso: 65.98% | estudio: 0 | límite: 4 | cumple: Sí | Temas: -
2026-06-28 | progreso: 66.27% | estudio: 0 | límite: 4 | cumple: Sí | Temas: -
2026-06-29 | progreso: 66.57% | estudio: 0 | límite: 4 | cumple: Sí | Temas: -
2026-06-30 | progreso: 66.86% | estudio: 0 | límite: 4 | cumple: Sí | Temas: -
2026-07-01 | progreso: 67.16% | estudio: 0 | límite: 4 | cumple: Sí | Temas: -
2026-07-02 | progreso: 67.46% | estudio: 0 | límite: 4 | cumple: Sí | Temas: -
2026-07-03 | progreso: 67.75% | estudio: 0 | límite: 4 | cumple: Sí | Temas: -
2026-07-04 | progreso: 68.05% | estudio: 0 | límite: 4 | cumple: Sí | Temas: -
2026-07-05 | progreso: 68.34% | estudio: 0 | límite: 4 | cumple: Sí | Temas: -
2026-07-06 | progreso: 68.64% | estudio: 0 | límite: 4 | cumple: Sí | Temas: -
2026-07-07 | progreso: 68.93% | estudio: 0 | límite: 4 | cumple: Sí | Temas: -
2026-07-08 | progreso: 69.23% | estudio: 0 | límite: 4 | cumple: Sí | Temas: -
2026-07-09 | progreso: 69.53% | estudio: 0 | límite: 4 | cumple: Sí | Temas: -
2026-07-10 | progreso: 69.82% | estudio: 0 | límite: 4 | cumple: Sí | Temas: -
2026-07-11 | progreso: 70.12% | estudio: 0 | límite: 4 | cumple: Sí | Temas: -
2026-07-12 | progreso: 70.41% | estudio: 0 | límite: 4 | cumple: Sí | Temas: -
2026-07-13 | progreso: 70.71% | estudio: 0 | límite: 4 | cumple: Sí | Temas: -
2026-07-14 | progreso: 71.01% | estudio: 0 | límite: 4 | cumple: Sí | Temas: -
2026-07-15 | progreso: 71.3% | estudio: 0 | límite: 4 | cumple: Sí | Temas: -
2026-07-16 | progreso: 71.6% | estudio: 0 | límite: 4 | cumple: Sí | Temas: -
2026-07-17 | progreso: 71.89% | estudio: 0 | límite: 4 | cumple: Sí | Temas: -
2026-07-18 | progreso: 72.19% | estudio: 0 | límite: 4 | cumple: Sí | Temas: -
2026-07-19 | progreso: 72.49% | estudio: 0 | límite: 4 | cumple: Sí | Temas: -
2026-07-20 | progreso: 72.78% | estudio: 0 | límite: 4 | cumple: Sí | Temas: -
2026-07-21 | progreso: 73.08% | estudio: 0 | límite: 4 | cumple: Sí | Temas: -
2026-07-22 | progreso: 73.37% | estudio: 0 | límite: 4 | cumple: Sí | Temas: -
2026-07-23 | progreso: 73.67% | estudio: 0 | límite: 4 | cumple: Sí | Temas: -
2026-07-24 | progreso: 73.96% | estudio: 0 | límite: 4 | cumple: Sí | Temas: -
2026-07-25 | progreso: 74.26% | estudio: 0 | límite: 4 | cumple: Sí | Temas: -
2026-07-26 | progreso: 74.56% | estudio: 0 | límite: 4 | cumple: Sí | Temas: -
2026-07-27 | progreso: 74.85% | estudio: 0 | límite: 4 | cumple: Sí | Temas: -
2026-07-28 | progreso: 75.15% | estudio: 0 | límite: 4 | cumple: Sí | Temas: -
2026-07-29 | progreso: 75.44% | estudio: 0 | límite: 4 | cumple: Sí | Temas: -
2026-07-30 | progreso: 75.74% | estudio: 0 | límite: 4 | cumple: Sí | Temas: -
2026-07-31 | progreso: 76.04% | estudio: 0 | límite: 4 | cumple: Sí | Temas: -
2026-08-01 | progreso: 76.33% | estudio: 0 | límite: 4 | cumple: Sí | Temas: -
2026-08-02 | progreso: 76.63% | estudio: 0 | límite: 4 | cumple: Sí | Temas: -
2026-08-03 | progreso: 76.92% | estudio: 0 | límite: 4 | cumple: Sí | Temas: -
2026-08-04 | progreso: 77.22% | estudio: 0 | límite: 4 | cumple: Sí | Temas: -
2026-08-05 | progreso: 77.51% | estudio: 0 | límite: 4 | cumple: Sí | Temas: -
2026-08-06 | progreso: 77.81% | estudio: 0 | límite: 4 | cumple: Sí | Temas: -
2026-08-07 | progreso: 78.11% | estudio: 0 | límite: 4 | cumple: Sí | Temas: -
2026-08-08 | progreso: 78.4% | estudio: 0 | límite: 4 | cumple: Sí | Temas: -
2026-08-09 | progreso: 78.7% | estudio: 0 | límite: 4 | cumple: Sí | Temas: -
2026-08-10 | progreso: 78.99% | estudio: 0 | límite: 4 | cumple: Sí | Temas: -
2026-08-11 | progreso: 79.29% | estudio: 0 | límite: 4 | cumple: Sí | Temas: -
2026-08-12 | progreso: 79.59% | estudio: 0 | límite: 4 | cumple: Sí | Temas: -
2026-08-13 | progreso: 79.88% | estudio: 0 | límite: 4 | cumple: Sí | Temas: -
2026-08-14 | progreso: 80.18% | estudio: 0 | límite: 6 | cumple: Sí | Temas: -
2026-08-15 | progreso: 80.47% | estudio: 0 | límite: 6 | cumple: Sí | Temas: -
2026-08-16 | progreso: 80.77% | estudio: 0 | límite: 6 | cumple: Sí | Temas: -
2026-08-17 | progreso: 81.07% | estudio: 0 | límite: 6 | cumple: Sí | Temas: -
2026-08-18 | progreso: 81.36% | estudio: 0 | límite: 6 | cumple: Sí | Temas: -
2026-08-19 | progreso: 81.66% | estudio: 0 | límite: 6 | cumple: Sí | Temas: -
2026-08-20 | progreso: 81.95% | estudio: 0 | límite: 6 | cumple: Sí | Temas: -
2026-08-21 | progreso: 82.25% | estudio: 0 | límite: 6 | cumple: Sí | Temas: -
2026-08-22 | progreso: 82.54% | estudio: 0 | límite: 6 | cumple: Sí | Temas: -
2026-08-23 | progreso: 82.84% | estudio: 0 | límite: 6 | cumple: Sí | Temas: -
2026-08-24 | progreso: 83.14% | estudio: 0 | límite: 6 | cumple: Sí | Temas: -
2026-08-25 | progreso: 83.43% | estudio: 0 | límite: 6 | cumple: Sí | Temas: -
2026-08-26 | progreso: 83.73% | estudio: 0 | límite: 6 | cumple: Sí | Temas: -
2026-08-27 | progreso: 84.02% | estudio: 0 | límite: 6 | cumple: Sí | Temas: -
2026-08-28 | progreso: 84.32% | estudio: 0 | límite: 6 | cumple: Sí | Temas: -
2026-08-29 | progreso: 84.62% | estudio: 0 | límite: 6 | cumple: Sí | Temas: -
2026-08-30 | progreso: 84.91% | estudio: 0 | límite: 6 | cumple: Sí | Temas: -
2026-08-31 | progreso: 85.21% | estudio: 0 | límite: 6 | cumple: Sí | Temas: -
2026-09-01 | progreso: 85.5% | estudio: 0 | límite: 6 | cumple: Sí | Temas: -
2026-09-02 | progreso: 85.8% | estudio: 0 | límite: 6 | cumple: Sí | Temas: -
2026-09-03 | progreso: 86.09% | estudio: 0 | límite: 6 | cumple: Sí | Temas: -
2026-09-04 | progreso: 86.39% | estudio: 0 | límite: 6 | cumple: Sí | Temas: -
2026-09-05 | progreso: 86.69% | estudio: 0 | límite: 6 | cumple: Sí | Temas: -
2026-09-06 | progreso: 86.98% | estudio: 0 | límite: 6 | cumple: Sí | Temas: -
2026-09-07 | progreso: 87.28% | estudio: 0 | límite: 6 | cumple: Sí | Temas: -
2026-09-08 | progreso: 87.57% | estudio: 0 | límite: 6 | cumple: Sí | Temas: -
2026-09-09 | progreso: 87.87% | estudio: 0 | límite: 6 | cumple: Sí | Temas: -
2026-09-10 | progreso: 88.17% | estudio: 0 | límite: 6 | cumple: Sí | Temas: -
2026-09-11 | progreso: 88.46% | estudio: 0 | límite: 6 | cumple: Sí | Temas: -
2026-09-12 | progreso: 88.76% | estudio: 0 | límite: 6 | cumple: Sí | Temas: -
2026-09-13 | progreso: 89.05% | estudio: 0 | límite: 6 | cumple: Sí | Temas: -
2026-09-14 | progreso: 89.35% | estudio: 0 | límite: 6 | cumple: Sí | Temas: -
2026-09-15 | progreso: 89.64% | estudio: 0 | límite: 6 | cumple: Sí | Temas: -
2026-09-16 | progreso: 89.94% | estudio: 0 | límite: 6 | cumple: Sí | Temas: -
2026-09-17 | progreso: 90.24% | estudio: 0 | límite: 8 | cumple: Sí | Temas: -
2026-09-18 | progreso: 90.53% | estudio: 0 | límite: 8 | cumple: Sí | Temas: -
2026-09-19 | progreso: 90.83% | estudio: 0 | límite: 8 | cumple: Sí | Temas: -
2026-09-20 | progreso: 91.12% | estudio: 0 | límite: 8 | cumple: Sí | Temas: -
2026-09-21 | progreso: 91.42% | estudio: 0 | límite: 8 | cumple: Sí | Temas: -
2026-09-22 | progreso: 91.72% | estudio: 0 | límite: 8 | cumple: Sí | Temas: -
2026-09-23 | progreso: 92.01% | estudio: 0 | límite: 8 | cumple: Sí | Temas: -
2026-09-24 | progreso: 92.31% | estudio: 0 | límite: 8 | cumple: Sí | Temas: -
2026-09-25 | progreso: 92.6% | estudio: 0 | límite: 8 | cumple: Sí | Temas: -
2026-09-26 | progreso: 92.9% | estudio: 0 | límite: 8 | cumple: Sí | Temas: -
2026-09-27 | progreso: 93.2% | estudio: 0 | límite: 8 | cumple: Sí | Temas: -
2026-09-28 | progreso: 93.49% | estudio: 0 | límite: 8 | cumple: Sí | Temas: -
2026-09-29 | progreso: 93.79% | estudio: 0 | límite: 8 | cumple: Sí | Temas: -
2026-09-30 | progreso: 94.08% | estudio: 0 | límite: 8 | cumple: Sí | Temas: -
2026-10-01 | progreso: 94.38% | estudio: 0 | límite: 8 | cumple: Sí | Temas: -
2026-10-02 | progreso: 94.67% | estudio: 0 | límite: 8 | cumple: Sí | Temas: -
2026-10-03 | progreso: 94.97% | estudio: 0 | límite: 8 | cumple: Sí | Temas: -
2026-10-04 | progreso: 95.27% | estudio: 0 | límite: 8 | cumple: Sí | Temas: -
2026-10-05 | progreso: 95.56% | estudio: 0 | límite: 8 | cumple: Sí | Temas: -
2026-10-06 | progreso: 95.86% | estudio: 0 | límite: 8 | cumple: Sí | Temas: -
2026-10-07 | progreso: 96.15% | estudio: 0 | límite: 8 | cumple: Sí | Temas: -
2026-10-08 | progreso: 96.45% | estudio: 0 | límite: 8 | cumple: Sí | Temas: -
2026-10-09 | progreso: 96.75% | estudio: 0 | límite: 8 | cumple: Sí | Temas: -
2026-10-10 | progreso: 97.04% | estudio: 0 | límite: 8 | cumple: Sí | Temas: -
2026-10-11 | progreso: 97.34% | estudio: 0 | límite: 8 | cumple: Sí | Temas: -
2026-10-12 | progreso: 97.63% | estudio: 0 | límite: 8 | cumple: Sí | Temas: -
2026-10-13 | progreso: 97.93% | estudio: 0 | límite: 8 | cumple: Sí | Temas: -
2026-10-14 | progreso: 98.22% | estudio: 0 | límite: 8 | cumple: Sí | Temas: -
2026-10-15 | progreso: 98.52% | estudio: 0 | límite: 8 | cumple: Sí | Temas: -
2026-10-16 | progreso: 98.82% | estudio: 0 | límite: 8 | cumple: Sí | Temas: -
2026-10-17 | progreso: 99.11% | estudio: 0 | límite: 8 | cumple: Sí | Temas: -
2026-10-18 | progreso: 99.41% | estudio: 0 | límite: 8 | cumple: Sí | Temas: -
2026-10-19 | progreso: 99.7% | estudio: 0 | límite: 8 | cumple: Sí | Temas: -
2026-10-20 | progreso: 100% | estudio: 0 | límite: 8 | cumple: Sí | Temas: -

=== Resumen ===
Días que cumplen: 333
Días que NO cumplen: 5
Porcentaje de cumplimiento: 98.52%
